"prov","type","signif_week"
"Leyte","Sepsis","2016-21"
"Leyte","Sepsis","2016-22"
"Leyte","Sepsis","2016-23"
"Leyte","Sepsis","2016-24"
"Leyte","Sepsis","2016-25"
"Leyte","Sepsis","2016-26"
"Leyte","Sepsis","2016-27"
"Leyte","Sepsis","2016-28"
"Leyte","Sepsis","2016-29"
"Leyte","Sepsis","2016-30"
"Leyte","Sepsis","2016-31"
"Leyte","Sepsis","2016-32"
"Leyte","Sepsis","2016-33"
"Leyte","Sepsis","2016-34"
"Leyte","Sepsis","2016-35"
"Leyte","Sepsis","2016-36"
"Leyte","Sepsis","2016-37"
"Leyte","Sepsis","2016-38"
"Leyte","Sepsis","2016-39"
"Leyte","Sepsis","2016-40"
"Leyte","Sepsis","2016-41"
"Leyte","Sepsis","2016-42"
"Leyte","Sepsis","2016-43"
"Leyte","Sepsis","2016-44"
"Leyte","Sepsis","2016-45"
"Misamis Occidental","Sepsis","2016-41"
"Davao del Norte","Sepsis","2016-35"
"Davao del Norte","Sepsis","2016-36"
"Davao del Norte","Sepsis","2016-37"
"Davao del Norte","Sepsis","2016-38"
"Davao del Norte","Sepsis","2016-39"
"Davao del Norte","Sepsis","2016-40"
"Davao del Norte","Sepsis","2016-41"
"Davao del Norte","Sepsis","2016-42"
"Davao Oriental","Sepsis","2016-19"
"Davao Oriental","Sepsis","2016-20"
"Davao Oriental","Sepsis","2016-21"
"Davao Oriental","Sepsis","2016-22"
"Davao Oriental","Sepsis","2016-23"
"Davao Oriental","Sepsis","2016-24"
"Davao Oriental","Sepsis","2016-25"
"Davao Oriental","Sepsis","2016-26"
"Davao Oriental","Sepsis","2016-27"
"Davao Oriental","Sepsis","2016-28"
"Davao Oriental","Sepsis","2016-29"
"Davao Oriental","Sepsis","2016-30"
"South Cotabato","Sepsis","2016-28"
"South Cotabato","Sepsis","2016-29"
"South Cotabato","Sepsis","2016-30"
"South Cotabato","Sepsis","2016-31"
"South Cotabato","Sepsis","2016-32"
"South Cotabato","Sepsis","2016-33"
"South Cotabato","Sepsis","2016-34"
"South Cotabato","Sepsis","2016-35"
"South Cotabato","Sepsis","2016-36"
"South Cotabato","Sepsis","2016-37"
"South Cotabato","Sepsis","2016-38"
"South Cotabato","Sepsis","2016-39"
"South Cotabato","Sepsis","2016-40"
"South Cotabato","Sepsis","2016-41"
"South Cotabato","Sepsis","2016-42"
"South Cotabato","Sepsis","2016-43"
"South Cotabato","Sepsis","2016-44"
"South Cotabato","Sepsis","2016-45"
"South Cotabato","Sepsis","2016-46"
"Agusan del Norte","Sepsis","2016-37"
"Agusan del Norte","Sepsis","2016-38"
"Agusan del Norte","Sepsis","2016-39"
"Agusan del Norte","Sepsis","2016-40"
"Agusan del Norte","Sepsis","2016-41"
"Agusan del Norte","Sepsis","2016-42"
"Agusan del Norte","Sepsis","2016-43"
"Agusan del Norte","Sepsis","2016-44"
"Agusan del Norte","Sepsis","2016-45"
"Agusan del Norte","Sepsis","2016-46"
"Ilocos Sur","Other Infectious","2016-39"
"Ilocos Sur","Other Infectious","2016-40"
"Ilocos Sur","Other Infectious","2016-41"
"Ilocos Sur","Other Infectious","2016-42"
"Ilocos Sur","Other Infectious","2016-43"
"Ilocos Sur","Other Infectious","2016-44"
"Pangasinan","Other Infectious","2016-19"
"Pangasinan","Other Infectious","2016-20"
"Pangasinan","Other Infectious","2016-21"
"Pangasinan","Other Infectious","2016-22"
"Pangasinan","Other Infectious","2016-23"
"Pangasinan","Other Infectious","2016-24"
"Pangasinan","Other Infectious","2016-25"
"Pangasinan","Other Infectious","2016-26"
"Pangasinan","Other Infectious","2016-27"
"Pangasinan","Other Infectious","2016-28"
"Pangasinan","Other Infectious","2016-29"
"Pangasinan","Other Infectious","2016-30"
"Pangasinan","Other Infectious","2016-31"
"Pangasinan","Other Infectious","2016-32"
"Pangasinan","Other Infectious","2016-33"
"Pangasinan","Other Infectious","2016-34"
"Pangasinan","Other Infectious","2016-35"
"Pangasinan","Other Infectious","2016-36"
"Pangasinan","Other Infectious","2016-37"
"Pangasinan","Other Infectious","2016-38"
"Pangasinan","Other Infectious","2016-39"
"Pangasinan","Other Infectious","2016-40"
"Pangasinan","Other Infectious","2016-41"
"Pangasinan","Other Infectious","2016-42"
"Cagayan","Other Infectious","2017-37"
"Cagayan","Other Infectious","2017-38"
"Cagayan","Other Infectious","2017-39"
"Cagayan","Other Infectious","2017-40"
"Cagayan","Other Infectious","2017-41"
"Cagayan","Other Infectious","2017-42"
"Bataan","Other Infectious","2016-22"
"Bataan","Other Infectious","2016-23"
"Bataan","Other Infectious","2016-24"
"Bataan","Other Infectious","2016-25"
"Bataan","Other Infectious","2016-26"
"Bataan","Other Infectious","2016-27"
"Bataan","Other Infectious","2016-28"
"Bataan","Other Infectious","2016-29"
"Bataan","Other Infectious","2016-30"
"Bataan","Other Infectious","2016-31"
"Bataan","Other Infectious","2016-32"
"Bataan","Other Infectious","2016-33"
"Bataan","Other Infectious","2016-34"
"Nueva Ecija","Other Infectious","2018-46"
"Nueva Ecija","Other Infectious","2018-47"
"Nueva Ecija","Other Infectious","2018-48"
"Nueva Ecija","Other Infectious","2018-49"
"Nueva Ecija","Other Infectious","2018-50"
"Nueva Ecija","Other Infectious","2018-51"
"Nueva Ecija","Other Infectious","2018-52"
"Nueva Ecija","Other Infectious","2019-01"
"Nueva Ecija","Other Infectious","2019-02"
"Nueva Ecija","Other Infectious","2019-03"
"Nueva Ecija","Other Infectious","2019-04"
"Nueva Ecija","Other Infectious","2019-05"
"Nueva Ecija","Other Infectious","2019-06"
"Nueva Ecija","Other Infectious","2019-07"
"Nueva Ecija","Other Infectious","2019-08"
"Nueva Ecija","Other Infectious","2019-09"
"Nueva Ecija","Other Infectious","2019-10"
"Pampanga","Other Infectious","2016-39"
"Pampanga","Other Infectious","2016-40"
"Pampanga","Other Infectious","2016-41"
"Pampanga","Other Infectious","2016-42"
"Pampanga","Other Infectious","2019-09"
"Pampanga","Other Infectious","2019-10"
"Pampanga","Other Infectious","2019-11"
"Pampanga","Other Infectious","2019-12"
"Tarlac","Other Infectious","2018-29"
"Tarlac","Other Infectious","2018-30"
"Albay","Other Infectious","2018-12"
"Albay","Other Infectious","2018-13"
"Albay","Other Infectious","2018-14"
"Albay","Other Infectious","2018-15"
"Albay","Other Infectious","2018-16"
"Albay","Other Infectious","2018-17"
"Albay","Other Infectious","2018-18"
"Albay","Other Infectious","2018-19"
"Albay","Other Infectious","2018-20"
"Albay","Other Infectious","2018-21"
"Albay","Other Infectious","2018-22"
"Albay","Other Infectious","2018-23"
"Masbate","Other Infectious","2016-19"
"Masbate","Other Infectious","2016-20"
"Masbate","Other Infectious","2016-21"
"Masbate","Other Infectious","2016-22"
"Masbate","Other Infectious","2016-23"
"Masbate","Other Infectious","2016-24"
"Masbate","Other Infectious","2016-25"
"Masbate","Other Infectious","2016-26"
"Masbate","Other Infectious","2016-27"
"Masbate","Other Infectious","2016-28"
"Masbate","Other Infectious","2016-29"
"Masbate","Other Infectious","2016-30"
"Masbate","Other Infectious","2016-31"
"Masbate","Other Infectious","2016-32"
"Negros Occidental","Other Infectious","2016-22"
"Negros Occidental","Other Infectious","2016-30"
"Negros Occidental","Other Infectious","2016-31"
"Negros Occidental","Other Infectious","2016-32"
"Cebu","Other Infectious","2016-19"
"Cebu","Other Infectious","2016-20"
"Cebu","Other Infectious","2016-21"
"Cebu","Other Infectious","2016-22"
"Cebu","Other Infectious","2016-23"
"Cebu","Other Infectious","2016-24"
"Cebu","Other Infectious","2016-25"
"Cebu","Other Infectious","2016-26"
"Cebu","Other Infectious","2016-27"
"Cebu","Other Infectious","2016-28"
"Cebu","Other Infectious","2016-29"
"Cebu","Other Infectious","2016-30"
"Cebu","Other Infectious","2016-31"
"Cebu","Other Infectious","2016-32"
"Cebu","Other Infectious","2016-33"
"Cebu","Other Infectious","2016-34"
"Cebu","Other Infectious","2016-35"
"Cebu","Other Infectious","2016-36"
"Cebu","Other Infectious","2016-37"
"Cebu","Other Infectious","2016-38"
"Cebu","Other Infectious","2016-39"
"Cebu","Other Infectious","2016-40"
"Cebu","Other Infectious","2016-41"
"Cebu","Other Infectious","2016-42"
"Cebu","Other Infectious","2016-43"
"Cebu","Other Infectious","2016-44"
"Cebu","Other Infectious","2016-45"
"Cebu","Other Infectious","2016-46"
"Cebu","Other Infectious","2016-47"
"Cebu","Other Infectious","2016-48"
"Cebu","Other Infectious","2016-49"
"Cebu","Other Infectious","2016-50"
"Cebu","Other Infectious","2016-51"
"Negros Oriental","Other Infectious","2016-19"
"Negros Oriental","Other Infectious","2016-20"
"Negros Oriental","Other Infectious","2016-21"
"Negros Oriental","Other Infectious","2016-22"
"Negros Oriental","Other Infectious","2016-23"
"Negros Oriental","Other Infectious","2016-24"
"Negros Oriental","Other Infectious","2016-25"
"Negros Oriental","Other Infectious","2016-26"
"Negros Oriental","Other Infectious","2016-27"
"Negros Oriental","Other Infectious","2016-28"
"Negros Oriental","Other Infectious","2016-29"
"Negros Oriental","Other Infectious","2016-30"
"Zamboanga del Norte","Other Infectious","2016-19"
"Zamboanga del Norte","Other Infectious","2016-20"
"Zamboanga del Norte","Other Infectious","2016-21"
"Zamboanga del Norte","Other Infectious","2016-22"
"Zamboanga del Norte","Other Infectious","2016-23"
"Zamboanga del Norte","Other Infectious","2016-24"
"Zamboanga del Norte","Other Infectious","2016-25"
"Zamboanga del Norte","Other Infectious","2016-26"
"Zamboanga del Norte","Other Infectious","2016-27"
"Zamboanga del Norte","Other Infectious","2016-28"
"Zamboanga del Norte","Other Infectious","2016-29"
"Zamboanga del Norte","Other Infectious","2016-30"
"Zamboanga del Norte","Other Infectious","2016-31"
"Zamboanga del Norte","Other Infectious","2016-32"
"Zamboanga del Norte","Other Infectious","2016-33"
"Zamboanga del Norte","Other Infectious","2016-34"
"Zamboanga del Norte","Other Infectious","2016-35"
"Zamboanga del Norte","Other Infectious","2016-36"
"Zamboanga del Norte","Other Infectious","2016-37"
"Zamboanga del Norte","Other Infectious","2016-38"
"Zamboanga del Norte","Other Infectious","2016-39"
"Zamboanga del Norte","Other Infectious","2016-40"
"Zamboanga del Norte","Other Infectious","2016-41"
"Zamboanga del Norte","Other Infectious","2016-42"
"Zamboanga del Norte","Other Infectious","2016-43"
"Zamboanga del Norte","Other Infectious","2016-44"
"Zamboanga del Norte","Other Infectious","2016-45"
"Lanao del Norte","Other Infectious","2016-19"
"Lanao del Norte","Other Infectious","2016-20"
"Lanao del Norte","Other Infectious","2016-21"
"Lanao del Norte","Other Infectious","2016-22"
"Lanao del Norte","Other Infectious","2016-23"
"Lanao del Norte","Other Infectious","2016-24"
"Lanao del Norte","Other Infectious","2016-25"
"Lanao del Norte","Other Infectious","2016-26"
"Lanao del Norte","Other Infectious","2016-27"
"Lanao del Norte","Other Infectious","2016-28"
"Lanao del Norte","Other Infectious","2016-29"
"Lanao del Norte","Other Infectious","2016-30"
"Lanao del Norte","Other Infectious","2016-31"
"Lanao del Norte","Other Infectious","2016-32"
"Lanao del Norte","Other Infectious","2016-33"
"Lanao del Norte","Other Infectious","2016-34"
"Lanao del Norte","Other Infectious","2016-35"
"Lanao del Norte","Other Infectious","2016-36"
"Lanao del Norte","Other Infectious","2016-37"
"Lanao del Norte","Other Infectious","2016-38"
"Lanao del Norte","Other Infectious","2016-39"
"Lanao del Norte","Other Infectious","2016-40"
"Lanao del Norte","Other Infectious","2016-41"
"Lanao del Norte","Other Infectious","2016-42"
"Lanao del Norte","Other Infectious","2016-43"
"Lanao del Norte","Other Infectious","2016-44"
"Misamis Occidental","Other Infectious","2016-19"
"Misamis Occidental","Other Infectious","2016-20"
"Misamis Occidental","Other Infectious","2016-21"
"Misamis Occidental","Other Infectious","2016-22"
"Misamis Occidental","Other Infectious","2016-23"
"Misamis Occidental","Other Infectious","2016-24"
"Misamis Occidental","Other Infectious","2016-25"
"Misamis Occidental","Other Infectious","2016-26"
"Misamis Occidental","Other Infectious","2016-27"
"Misamis Occidental","Other Infectious","2016-28"
"Misamis Occidental","Other Infectious","2016-29"
"Misamis Occidental","Other Infectious","2016-30"
"Misamis Occidental","Other Infectious","2016-31"
"Misamis Occidental","Other Infectious","2016-32"
"Misamis Occidental","Other Infectious","2016-33"
"Misamis Occidental","Other Infectious","2016-34"
"Misamis Occidental","Other Infectious","2016-35"
"Misamis Occidental","Other Infectious","2016-36"
"Misamis Occidental","Other Infectious","2016-37"
"Misamis Occidental","Other Infectious","2016-38"
"Misamis Occidental","Other Infectious","2016-39"
"Misamis Occidental","Other Infectious","2016-40"
"Misamis Occidental","Other Infectious","2016-41"
"Misamis Oriental","Other Infectious","2016-19"
"Misamis Oriental","Other Infectious","2016-20"
"Misamis Oriental","Other Infectious","2016-21"
"Misamis Oriental","Other Infectious","2016-22"
"Misamis Oriental","Other Infectious","2016-23"
"Misamis Oriental","Other Infectious","2016-24"
"Misamis Oriental","Other Infectious","2016-25"
"Misamis Oriental","Other Infectious","2016-26"
"Misamis Oriental","Other Infectious","2016-27"
"Misamis Oriental","Other Infectious","2016-28"
"Misamis Oriental","Other Infectious","2016-29"
"Misamis Oriental","Other Infectious","2016-30"
"Misamis Oriental","Other Infectious","2016-31"
"Davao del Norte","Other Infectious","2016-19"
"Davao del Norte","Other Infectious","2016-20"
"Davao del Norte","Other Infectious","2016-21"
"Davao del Norte","Other Infectious","2016-22"
"Davao del Norte","Other Infectious","2016-23"
"Davao del Norte","Other Infectious","2016-24"
"Davao del Norte","Other Infectious","2016-25"
"Davao del Norte","Other Infectious","2016-26"
"Davao del Norte","Other Infectious","2016-27"
"Davao del Norte","Other Infectious","2016-28"
"Davao del Norte","Other Infectious","2016-29"
"Davao del Norte","Other Infectious","2016-30"
"Davao del Norte","Other Infectious","2016-31"
"Davao del Norte","Other Infectious","2016-32"
"Davao del Norte","Other Infectious","2016-33"
"Davao del Norte","Other Infectious","2016-34"
"Davao del Norte","Other Infectious","2016-35"
"Davao del Norte","Other Infectious","2016-36"
"Davao del Norte","Other Infectious","2016-37"
"Davao del Norte","Other Infectious","2016-38"
"Davao del Norte","Other Infectious","2016-39"
"Davao del Norte","Other Infectious","2016-40"
"Davao del Norte","Other Infectious","2016-41"
"Davao del Norte","Other Infectious","2016-42"
"Davao del Norte","Other Infectious","2016-43"
"Davao del Norte","Other Infectious","2016-44"
"Davao del Norte","Other Infectious","2016-45"
"Davao del Norte","Other Infectious","2016-46"
"Davao del Norte","Other Infectious","2016-47"
"Davao del Norte","Other Infectious","2016-48"
"Davao del Sur","Other Infectious","2016-19"
"Davao del Sur","Other Infectious","2016-20"
"Davao del Sur","Other Infectious","2016-21"
"Davao del Sur","Other Infectious","2016-22"
"Davao del Sur","Other Infectious","2016-23"
"Davao del Sur","Other Infectious","2016-24"
"Davao del Sur","Other Infectious","2016-25"
"Davao del Sur","Other Infectious","2016-26"
"Davao del Sur","Other Infectious","2016-27"
"Davao del Sur","Other Infectious","2016-28"
"Davao del Sur","Other Infectious","2016-29"
"Davao del Sur","Other Infectious","2016-30"
"Davao del Sur","Other Infectious","2016-31"
"Davao del Sur","Other Infectious","2016-32"
"Davao del Sur","Other Infectious","2016-33"
"Davao del Sur","Other Infectious","2016-34"
"Compostela Valley","Other Infectious","2016-19"
"Compostela Valley","Other Infectious","2016-20"
"Compostela Valley","Other Infectious","2016-21"
"Compostela Valley","Other Infectious","2016-22"
"Compostela Valley","Other Infectious","2016-23"
"Compostela Valley","Other Infectious","2016-24"
"Compostela Valley","Other Infectious","2016-25"
"Compostela Valley","Other Infectious","2016-26"
"Cotabato","Other Infectious","2016-19"
"Cotabato","Other Infectious","2016-20"
"Cotabato","Other Infectious","2016-21"
"Cotabato","Other Infectious","2016-22"
"Cotabato","Other Infectious","2016-23"
"Cotabato","Other Infectious","2016-24"
"Cotabato","Other Infectious","2016-25"
"Cotabato","Other Infectious","2016-26"
"Cotabato","Other Infectious","2016-27"
"Cotabato","Other Infectious","2016-28"
"Cotabato","Other Infectious","2016-29"
"Cotabato","Other Infectious","2016-30"
"Cotabato","Other Infectious","2016-31"
"South Cotabato","Other Infectious","2016-19"
"South Cotabato","Other Infectious","2016-20"
"South Cotabato","Other Infectious","2016-21"
"South Cotabato","Other Infectious","2016-22"
"South Cotabato","Other Infectious","2016-23"
"South Cotabato","Other Infectious","2016-24"
"South Cotabato","Other Infectious","2016-25"
"South Cotabato","Other Infectious","2016-26"
"South Cotabato","Other Infectious","2016-27"
"South Cotabato","Other Infectious","2016-28"
"South Cotabato","Other Infectious","2016-29"
"South Cotabato","Other Infectious","2016-30"
"South Cotabato","Other Infectious","2016-31"
"South Cotabato","Other Infectious","2016-32"
"South Cotabato","Other Infectious","2016-33"
"South Cotabato","Other Infectious","2016-34"
"South Cotabato","Other Infectious","2016-35"
"South Cotabato","Other Infectious","2016-36"
"South Cotabato","Other Infectious","2016-37"
"South Cotabato","Other Infectious","2016-38"
"South Cotabato","Other Infectious","2016-39"
"South Cotabato","Other Infectious","2016-40"
"South Cotabato","Other Infectious","2016-41"
"South Cotabato","Other Infectious","2016-42"
"South Cotabato","Other Infectious","2016-43"
"South Cotabato","Other Infectious","2016-44"
"South Cotabato","Other Infectious","2016-45"
"South Cotabato","Other Infectious","2016-46"
"Sultan Kudarat","Other Infectious","2016-19"
"Sultan Kudarat","Other Infectious","2016-20"
"Sultan Kudarat","Other Infectious","2016-21"
"Sultan Kudarat","Other Infectious","2016-22"
"Sultan Kudarat","Other Infectious","2016-23"
"Sultan Kudarat","Other Infectious","2016-24"
"Sultan Kudarat","Other Infectious","2016-25"
"Sultan Kudarat","Other Infectious","2016-26"
"Sultan Kudarat","Other Infectious","2016-27"
"Sultan Kudarat","Other Infectious","2016-28"
"Sultan Kudarat","Other Infectious","2016-29"
"Sultan Kudarat","Other Infectious","2016-30"
"Sultan Kudarat","Other Infectious","2016-31"
"Sultan Kudarat","Other Infectious","2016-32"
"Sultan Kudarat","Other Infectious","2016-33"
"Sultan Kudarat","Other Infectious","2016-34"
"Sultan Kudarat","Other Infectious","2016-35"
"Sultan Kudarat","Other Infectious","2016-36"
"Sultan Kudarat","Other Infectious","2016-37"
"Sultan Kudarat","Other Infectious","2016-38"
"Sultan Kudarat","Other Infectious","2016-39"
"Sultan Kudarat","Other Infectious","2016-40"
"Sultan Kudarat","Other Infectious","2016-41"
"Sultan Kudarat","Other Infectious","2016-42"
"Sultan Kudarat","Other Infectious","2016-43"
"Sultan Kudarat","Other Infectious","2016-44"
"Sultan Kudarat","Other Infectious","2016-45"
"Sultan Kudarat","Other Infectious","2016-46"
"Sultan Kudarat","Other Infectious","2016-47"
"Sultan Kudarat","Other Infectious","2016-48"
"Sultan Kudarat","Other Infectious","2016-49"
"Sultan Kudarat","Other Infectious","2016-50"
"Sultan Kudarat","Other Infectious","2016-51"
"Sultan Kudarat","Other Infectious","2016-52"
"Sultan Kudarat","Other Infectious","2017-01"
"Sultan Kudarat","Other Infectious","2018-28"
"Sultan Kudarat","Other Infectious","2018-29"
"Sultan Kudarat","Other Infectious","2018-30"
"Sultan Kudarat","Other Infectious","2018-31"
"Sultan Kudarat","Other Infectious","2018-32"
"Sultan Kudarat","Other Infectious","2018-33"
"Sultan Kudarat","Other Infectious","2018-34"
"Sultan Kudarat","Other Infectious","2018-35"
"Sultan Kudarat","Other Infectious","2018-36"
"Sultan Kudarat","Other Infectious","2018-37"
"Sultan Kudarat","Other Infectious","2018-38"
"Sultan Kudarat","Other Infectious","2018-39"
"Sultan Kudarat","Other Infectious","2018-40"
"Sultan Kudarat","Other Infectious","2018-41"
"Sultan Kudarat","Other Infectious","2018-42"
"Sultan Kudarat","Other Infectious","2018-43"
"National Capital Region","Other Infectious","2016-19"
"National Capital Region","Other Infectious","2016-20"
"National Capital Region","Other Infectious","2016-21"
"National Capital Region","Other Infectious","2016-22"
"National Capital Region","Other Infectious","2016-23"
"National Capital Region","Other Infectious","2016-24"
